Mixture;B cells;CD4 Naive;CD4 Memory;CD8 Naive;CD8 Memory;CD8 Effector;Treg cell;Th cell;Monocytes CD16;Monocytes CD14;DC;NK
TCGA-ER-A19J-06A-11R-A18S-07;0.003721864;0;0.180962121;0;0;0;0;0.644610873;0;0;0.004076382;0.000145108
TCGA-D3-A2JL-06A-11R-A18S-07;0;0.132525506;0.296788458;0;0;0.036094647;0;0.124312413;0;0;0.263286643;0.002249407
TCGA-D3-A2JP-06A-11R-A18S-07;0;0;0;0.045602664;0;0.007570034;0;0.522014568;0;0.069466445;0.107524623;0
TCGA-D3-A2JN-06A-11R-A18S-07;0;0.022179384;0.391073435;0;0;0.004603336;0;0.328144579;0;0.019419771;0.105485259;0.000863316
TCGA-D3-A3CC-06A-11R-A18S-07;0.01689737;0;0.335759714;0.116893695;0;0;0;0.376802649;0;0;0.025351631;0
TCGA-D3-A3BZ-06A-12R-A18S-07;0.023032561;0.216905442;0.075808504;0;0;0.013440003;0.17102814;0;0;0.025241436;0.262762485;0
TCGA-D3-A3CE-06A-11R-A18S-07;0.10355391;0.070089625;0;0;0.113397051;0.012045861;0;0.400743588;0;0;0.009602081;0
TCGA-D3-A3C8-06A-12R-A18S-07;0;0.311544328;0;0;0;0.146055158;0.027135017;0.025712954;0;0.063398729;0.342670617;0
TCGA-BF-A1Q0-01A-21R-A18S-07;0;0.003012745;0.244962803;0;0;0.013007404;0;0.22738712;0;0;0.379825887;0.005906905
TCGA-BF-A1PZ-01A-11R-A18S-07;0;0.108165526;0.289918145;0;0;0.015678582;0;0.344688904;0;0.022511615;0.025329493;0.00730724
TCGA-ER-A19H-06A-12R-A18S-07;0.105122306;0;0.16795596;0;0;0.003136812;0;0.481813479;0;0;0.028179314;0
TCGA-D9-A1JW-06A-11R-A18S-07;0;0.186277822;0;0;0;0.009216777;0;0.30219146;0;0;0.148032134;0
TCGA-FS-A1ZA-06A-11R-A18T-07;0.106949133;0.127056921;0.077379826;0;0.002803153;0.013608809;0;0.571608597;0;0.028280214;0.01031457;0
TCGA-D3-A2J6-06A-11R-A18T-07;0;0.133585149;0.12223507;0;0;0.037066927;0.046636068;0.253292836;0;0;0.230608491;0.006248196
TCGA-EE-A2MC-06A-12R-A18S-07;0.0525198;0.104986334;0.095488988;0;0;0.037353597;0;0.263508785;0;0;0.300335714;0.000921259
TCGA-EB-A41A-01A-11R-A24X-07;0;0.063810513;0.437227622;0;0;0.011264784;0;0.202398952;0.001953221;0.007846951;0;0.00019889
TCGA-FS-A4F2-06A-11R-A24X-07;0;0;0.408445484;0;0;0;0;0.449388034;0;0;0.009484211;0.0034854
TCGA-ER-A42K-06A-11R-A24X-07;0;0.13097027;0.202788143;0;0;0.003487593;0;0.301337306;0;0;0.232341181;0
TCGA-DA-A3F3-06A-11R-A20F-07;0;0;0.08648252;0.007688513;0;0;0;0.737360198;0;0;0.018538301;0
TCGA-EB-A57M-01A-51R-A311-07;0.284486622;0.002383201;0;0;0;0.012640819;0.147946297;0.200021162;0.09556211;0;0.005853094;0.004402016
TCGA-FR-A69P-06A-21R-A311-07;0;0;0.276900736;0;0;0.004903178;0;0.524009936;0;0;0;0.000950324
TCGA-EB-A5UN-06A-11R-A311-07;0;0.139716491;0.379109889;0;0;0.012580871;0;0.153704871;0;0.078755915;0.027006043;0.009727949
TCGA-RP-A693-06A-13R-A311-07;0.042114727;0.075150627;0.224664246;0;0;0.011134324;0;0.202280363;0;0;0.22261032;0
TCGA-RP-A690-06A-11R-A311-07;0.005132905;0;0.187803646;0.304790129;0;0;0;0.418589795;0;0;0.004540961;0.005183673
TCGA-QB-A6FS-06A-11R-A311-07;0.291227483;0;0.007601352;0;0;0.022404096;0.30121192;0;0;0;0.167570332;0
TCGA-DA-A3F2-06A-11R-A20F-07;0.124398701;0.189838832;0;0;0;0.07625074;0.2538468;0;0;0.133591866;0.012568023;0.010697333
TCGA-RP-A695-06A-11R-A311-07;0;0.347229084;0;0;0;0.011600218;0;0.165368776;0;0.081528945;0;0
TCGA-RP-A694-06A-11R-A311-07;0;0.144397183;0.108305843;0;0.10040359;0;0;0.116187985;0;0;0.106161099;0
TCGA-EB-A5UL-06A-11R-A311-07;0.007411913;0;0.365669054;0;0;0.012132247;0;0.123601103;0;0;0.189106463;0.002038147
TCGA-EB-A5UM-01A-11R-A311-07;0.009988756;0;0.174804562;0.196951068;0;0;0;0.493931736;0;0;0.043183477;0.006349152
TCGA-D3-A5GT-01A-12R-A311-07;0.197026317;0;0.337357205;0;0;0.004831142;0;0.314108971;0;0;0;0
TCGA-EB-A5SF-01A-11R-A311-07;0.059892531;0;0;0.052114488;0;0.006359163;0.122624429;0.182206435;0.511182592;0;0;0.003950717
TCGA-EB-A5SE-01A-11R-A311-07;0;0.020795491;0.222832596;0;0;0.015521597;0;0.454724502;0.025924746;0;0;0
TCGA-FW-A5DY-06A-11R-A311-07;0.166870288;0.320756329;0;0;0;0.018009283;0;0.264956636;0;0;0.048056068;0
TCGA-GF-A6C8-06A-12R-A311-07;0.0013739;0.239536814;0.082889167;0;0;0.004466064;0;0.411620976;0;0.060506131;0;0
TCGA-D9-A6EA-06A-11R-A311-07;0;0.088707606;0.093563298;0;0;0;0;0.226903753;0;0;0.190618231;0
TCGA-D9-A6E9-06A-12R-A311-07;0.015183477;0;0.01582822;0;0;0.083555897;0.346002838;0;0;0.083258954;0.163794595;0.004360694
TCGA-D9-A6EC-06A-11R-A311-07;0;0.117001267;0.278353072;0;0;0.019045891;0;0.272275357;0;0.133206151;0;0.002275844
TCGA-EB-A5SH-06A-11R-A311-07;0.157465914;0;0;0.308896741;0;0;0.213032546;0.223641903;0;0;0.003920026;0.008188063
TCGA-EB-A5SG-06A-11R-A311-07;0.168097897;0.14460946;0;0;0;0.062805677;0;0.221764667;0;0;0.187530003;0.000185095
TCGA-GF-A6C9-06A-11R-A311-07;0;0.019946665;0.304530624;0;0;0.014138107;0.032847446;0.065379143;0;0.131131093;0.151365035;0
TCGA-GN-A4U9-06A-11R-A32P-07;0;0.278965651;0.009151666;0;0;0.003515504;0;0.588851987;0;0;0.006324927;0
TCGA-FR-A728-01A-11R-A32P-07;0;0.181285415;0;0;0;0.020148449;0;0.262657638;0;0.07304945;0.189242926;0
TCGA-GN-A4U5-01A-11R-A32P-07;0;0.222888627;0.099167026;0;0;0.010882823;0;0.35586434;0.038101337;0.076655645;0.050569161;0
TCGA-GN-A4U4-06A-11R-A32P-07;0;0.306078951;0.150469533;0;0;0.005511545;0;0.453540436;0.0001791;0;0;0
TCGA-GN-A4U7-06A-21R-A32P-07;0;0;0.369024551;0;0;0.027515689;0;0.273100938;0;0;0.064259357;0.006301031
TCGA-GN-A4U8-06A-11R-A32P-07;0.083246361;0.139545702;0.113185193;0;0;0.025682881;0;0.301331045;0;0;0.176616058;0
TCGA-GN-A4U8-11A-11R-A32P-07;0.07016375;0.230640017;0.174509756;0;0;0.060145419;0;0.185365628;0;0.007918078;0.094508666;0
TCGA-EB-A6QZ-01A-12R-A32P-07;0;0;0.328762928;0;0.028156299;0;0;0.407739486;0;0.024587321;0;0
TCGA-EB-A6L9-06A-11R-A32P-07;0.182307123;0.050481424;0.027877008;0;0;0.016822612;0.09167442;0.210961865;0;0.027308494;0.027146395;0.000561942
TCGA-EB-A5VV-06A-11R-A32P-07;0.196924185;0.335078328;0;0;0.052864686;0.053102291;0;0.284098002;0;0;0.020386056;0
TCGA-EB-A6R0-01A-12R-A32P-07;0;0;0.147730205;0.05094803;0;0.019541725;0;0.205896419;0;0.100174972;0.029860824;0
TCGA-FR-A726-01A-11R-A32P-07;0;0.073755479;0.260199;0;0;0.002647192;0;0.318252971;0.016100927;0.026129002;0;0
TCGA-EB-A5VU-01A-21R-A32P-07;0;0;0.299644463;0;0.041646391;0;0;0.491817507;0.087934558;0;0;0
TCGA-GF-A769-01A-32R-A32P-07;0;0.09294493;0.234395008;0;0;0.018006169;0;0.475466742;0;0.019862326;0.032170187;0.002409955
TCGA-EB-A6QY-01A-12R-A32P-07;0;0.011492621;0.352582262;0;0;0.020170366;0;0.279312365;0.184482901;0;0.077448068;0
TCGA-GN-A4U3-06A-11R-A32P-07;0;0.240397711;0.131012677;0;0;0.003491278;0;0.419412021;0;0.044233553;0;0.001529282
TCGA-D9-A6EG-06A-12R-A32P-07;0.022386713;0.404673182;0.081692849;0;0;0.0338272;0;0.168994805;0;0.026900307;0.008594163;0
TCGA-OD-A75X-06A-12R-A32P-07;0;0.020688095;0.273428264;0;0;0.00773889;0;0.453723172;0;0.078209746;0.015757416;0.002607574
TCGA-IH-A3EA-01A-11R-A20F-07;0;0;0.187810767;0.169308975;0;0;0;0.342015246;0;0;0.136572474;0.003548178
TCGA-EB-A85I-01A-11R-A352-07;0;0;0.486169321;0;0;0.036749428;0;0.094407818;0;0.096568815;0.120723234;0
TCGA-EB-A82C-01A-11R-A352-07;0;0;0.228027689;0;0;0;0;0.469739612;0.049060112;0;0;0.000106725
TCGA-EB-A85J-01A-12R-A352-07;0.034195742;0.125975413;0;0;0;0.023393638;0;0.302413787;0;0;0.211236347;0
TCGA-RP-A6K9-06A-41R-A352-07;0.009801909;0.202712547;0;0;0.053623826;0.01165606;0;0.314093871;0;0.062740306;0.012511918;0
TCGA-EB-A82B-01A-11R-A352-07;0;0;0.302572643;0;0;0.00772497;0;0.373071966;0;0;0.142811218;0.002051834
TCGA-FR-A7U8-06A-21R-A352-07;0;0;0.148544017;0.299086351;0;0;0;0.434021881;0;0;0.039026037;0.001574085
TCGA-FR-A7U9-06A-11R-A352-07;0.047202819;0;0.410423139;0;0.026204131;0;0;0.143525915;0;0.009844919;0.215300967;0
TCGA-FR-A7UA-06A-32R-A352-07;0;0.162562982;0;0;0.186494567;0.085411503;0;0.155149894;0;0.00965106;0.258506241;0
TCGA-W3-A825-06A-11R-A352-07;0.085611123;0.1454174;0.087064163;0;0;0.020891558;0;0.38691287;0;0;0.149066301;0.000306928
TCGA-W3-A824-06A-21R-A352-07;0.019169193;0.016448462;0.288721564;0;0;0.029570598;0;0.268841429;0;0;0.213123319;0
TCGA-FR-A729-06A-11R-A352-07;0.394920236;0;0;0;0.022498626;0.015670022;0.084351047;0.156909873;0;0;0.102450828;0
TCGA-BF-AAOU-01A-12R-A39D-07;0;0.175997585;0.292799176;0;0;0.001603299;0;0.201105124;0;0.048417439;0.113399153;0
TCGA-XV-AAZW-01A-12R-A40A-07;0;0;0.232917345;0;0;0.001587009;0;0.379371275;0.232006974;0;0;0
TCGA-XV-AAZY-01A-12R-A40A-07;0;0;0.356540412;0.164639995;0;0;0.213332341;0;0;0;0.198627888;0.033415493
TCGA-XV-AAZV-01A-11R-A40A-07;0.095714039;0;0.202173779;0;0;0.007362957;0.010617439;0.061346245;0.247088948;0;0.121867232;0.000618145
TCGA-BF-AAP7-01A-11R-A40A-07;0;0.141985657;0.340216959;0;0;0.022972062;0;0.100650081;0;0;0.321236984;0.005900328
TCGA-BF-AAP8-01A-11R-A40A-07;0;0;0.234094955;0.025051347;0.053196705;0;0;0.502295571;0;0.011653606;0;0
TCGA-BF-AAP6-01A-11R-A40A-07;0;0.056855695;0.049681316;0;0;0;0;0.478269734;0;0.086783421;0.007892145;0
TCGA-BF-AAP4-01A-11R-A40A-07;0;0.062481946;0.348298325;0;0;0.026507265;0;0.062701036;0;0;0.330224584;0.004430848
TCGA-BF-AAP2-01A-11R-A40A-07;0;0;0.27730375;0;0;0.00199242;0;0.508111506;0.028025829;0.003706206;0;0
TCGA-XV-AB01-06A-12R-A40A-07;0.114957669;0;0;0.416240082;0.028358144;0;0.099839195;0.109616083;0;0;0.129440031;0.000123916
TCGA-GN-A9SD-06A-11R-A40A-07;0.11549221;0.199948638;0.273965942;0;0;0.00790513;0;0.19187624;0;0;0.077788081;0
TCGA-W3-AA1V-06B-11R-A40A-07;0;0;0.306750521;0;0;0.000219118;0;0.20632875;0;0.0686291;0.267618101;0
TCGA-YD-A9TB-06A-12R-A40A-07;0.048588212;0.14734189;0.238853542;0;0;0;0;0.230374009;0;0.085690596;0;0
TCGA-XV-A9VZ-01A-11R-A38C-07;0.00802236;0;0.239932576;0.033146323;0;0;0;0.59974379;0.000520171;0;0;0
TCGA-XV-A9W5-01A-11R-A38C-07;0;0.03965537;0.429174972;0;0;0.011725545;0;0.302035748;0.025304109;0.030869285;0.10087836;0.001214802
TCGA-BF-AAOX-01A-11R-A39D-07;0;0;0.521852687;0;0;0;0.085035146;0.132987472;0.058810819;0;0;0
TCGA-DA-A95Y-06A-11R-A37K-07;0;0.09466705;0.397815159;0;0;0.031689461;0.007771505;0.19827288;0;0;0.07037385;0.007001472
TCGA-XV-A9W2-01A-11R-A39D-07;0;0;0.370563558;0;0;0.011399556;0;0.260796505;0.210447763;0.042468692;0;0.001207008
TCGA-D3-A1QA-07A-11R-A37K-07;0;0;0.233426083;0.086169252;0;0;0;0.398189869;0;0;0.076876453;0.004468281
TCGA-DA-A960-01A-11R-A37K-07;0;0;0.045703432;0.29345334;0;0.008791627;0.14338787;0.281017415;0;0.001322476;0.070911369;0.007464846
TCGA-GN-A8LN-01A-11R-A37K-07;0.063784187;0;0.184487156;0.025870204;0;0;0;0.430383709;0;0.076548915;0.000495279;0
TCGA-WE-A8K4-01A-12R-A37K-07;0;0.313020632;0.118488118;0;0;0.092747045;0.001015986;0.039047479;0;0.071325798;0.190016571;0
TCGA-BF-A9VF-01A-11R-A37K-07;0;0;0.490869999;0;0;0.010024977;0;0.281003724;0.031580767;0.021743918;0;0.001736666
TCGA-EB-A97M-01A-11R-A38C-07;0.074203705;0;0.276859694;0;0;0.000678567;0.017093784;0.086031998;0;0.314983334;0.0600598;1.06E-05
TCGA-BF-AAP1-01A-11R-A39D-07;0.118308031;0.040877664;0.422498261;0;0;0.009363163;0;0.105547624;0;0.012321081;0.019225417;0.001119451
TCGA-YG-AA3N-01A-11R-A38C-07;0.053206042;0;0;0.137837737;0.032040674;0.023631416;0.299970472;0;0.080452792;0;0.160623561;0
TCGA-WE-AAA4-06A-12R-A38C-07;0.093221289;0.056461257;0;0;0;0.046196283;0.2286983;0;0;0.013682083;0.452712098;0.014870887
TCGA-W3-AA21-06A-11R-A38C-07;0;0.266121291;0.104633639;0;0;0.002332896;0.030508595;0.495041682;0;0;0;0.007336557
TCGA-YG-AA3O-06A-11R-A38C-07;0;0.069202236;0.272077757;0;0;0.022748049;0;0.301623634;0;0;0.025549997;0
TCGA-3N-A9WD-06A-11R-A38C-07;0.046537705;0.164131797;0;0;0.076208445;0;0;0.43444136;0;0;0.179026958;0
TCGA-BF-AAP0-06A-11R-A39D-07;0;0;0.294814255;0;0;0.028584741;0.014640179;0;0;0.037456869;0.41181025;0.002124095
TCGA-W3-AA1W-06A-11R-A38C-07;0.012504765;0.108821569;0.113755495;0;0;0.076822508;0;0.204230057;0;0;0.257724118;0
TCGA-W3-AA1Q-06A-11R-A38C-07;0;0.001702915;0.025363667;0.152562122;0.174973409;0;0;0.408448886;0;0;0;0
TCGA-Z2-AA3V-06A-11R-A39D-07;0.171282515;0.001517037;0;0;0;0;0.410797869;0;0;0.042464386;0.191533649;0.027227851
TCGA-LH-A9QB-06A-11R-A38C-07;0;0.419879112;0;0;0.017948589;0.001077103;0;0.435822853;0.000449824;0;0.007531429;0
TCGA-W3-AA1O-06A-11R-A38C-07;0;0.171464096;0.292880191;0;0;0.005214575;0;0.271177126;0;0.001281739;0;0
TCGA-WE-AAA3-06A-11R-A38C-07;0.284524052;0;0.159175654;0;0;0;0;0.252249191;0;0;0.018244384;0.002614404
TCGA-YG-AA3P-06A-11R-A38C-07;0;0;0.089432076;0.305861449;0.0332629;0;0;0.477097293;0;0;0.00414695;0.000604
TCGA-WE-AAA0-06A-11R-A38C-07;0;0;0.424152437;0;0;0;0;0.34045774;0;0.053341239;0;0
TCGA-YD-A9TA-06A-11R-A39D-07;0.043424616;0.22606702;0.194605545;0;0;0.013150333;0;0.265875012;0;0;0.158694658;0.00248516
TCGA-Z2-AA3S-06A-11R-A39D-07;0.074745917;0;0.157654453;0.103534008;0;0;0;0.490104761;0;0;0.00202751;0.00091794
TCGA-W3-AA1R-06A-11R-A39D-07;0;0;0.320347196;0;0;0.024267091;0;0.266441525;0;0;0;0.00379343
TCGA-QB-AA9O-06A-11R-A39D-07;0.050948398;0.021079248;0.194289575;0;0;0.026670518;0.017900058;0.165479869;0;0;0.21791506;0.000514377
TCGA-3N-A9WC-06A-11R-A38C-07;0.062065886;0.267733745;0.043448673;0;0.003160648;0.029381245;0;0.162070087;0;0;0.20060072;0
TCGA-D3-A8GP-06A-11R-A37K-07;0;0;0.153728051;0;0;0.012929425;0;0.630270274;0;0;0;0
TCGA-FR-A8YC-06A-11R-A37K-07;0.004652687;0;0.310928646;0.071861053;0;0;0;0.47922538;0.000288938;0;0;3.01E-05
TCGA-D3-A8GR-06A-11R-A37K-07;0;0.418920176;0;0;0;0.006289438;0;0.262207367;0.000769839;0.057562373;0;0.000953383
TCGA-D3-A8GS-06A-12R-A37K-07;0;0;0.207150325;0;0;0.061663443;0;0.157596426;0;0.070960002;0.139026685;0.001533079
TCGA-DA-A95Z-06A-11R-A37K-07;0.159210829;0.274998018;0.060255797;0;0;0.00420128;0;0.404777325;0;0;0.002118367;0
TCGA-D3-A8GE-06A-11R-A37K-07;0;0.109279063;0.125782676;0;0;0.002190884;0;0.245477076;0;0;0.310262114;0
TCGA-D3-A8GI-06A-11R-A37K-07;0.144948596;0;0.068048749;0.177660896;0;0;0.382809667;0.066449719;0;0.059611073;0;0.008079584
TCGA-WE-A8ZT-06A-11R-A37K-07;0;0.117153204;0.203225724;0;0;0;0;0.422683194;0;0.052707105;0;0
TCGA-WE-A8K1-06A-21R-A37K-07;0.191345388;0;0.30486897;0;0.003578565;0.0137441;0;0.242909239;0;0.017661599;0.041983834;0
TCGA-WE-A8ZO-06A-11R-A37K-07;0;0;0.247735457;0;0.206961675;0;0;0.121343177;0;0.156927154;0.017777235;0
TCGA-WE-A8ZQ-06A-41R-A37K-07;0;0.37547877;0.221289556;0;0;0.020435611;0;0.165038181;0;0.01715873;0;0
TCGA-WE-A8ZR-06A-11R-A37K-07;0.00156976;0;0.338342098;0;0.003052833;0;0;0.289976045;0;0;0;0
TCGA-3N-A9WB-06A-11R-A38C-07;0;0.142929397;0.276748634;0;0;0.011802734;0;0.338080194;0.000811864;0.028561421;0;0.001342303
TCGA-WE-AA9Y-06A-12R-A38C-07;0.199314132;0;0.138263195;0.157853366;0;0;0.074807135;0.159355543;0;0.029583421;0.027209344;0.003908217
TCGA-D3-A8GJ-06A-11R-A37K-07;0;0;0.108214171;0;0;0.07263876;0.011622864;0.223021023;0;0;0.293162274;0
TCGA-WE-A8ZY-06A-11R-A37K-07;0.006370087;0.033290025;0.396460307;0;0;0.016063064;0;0.317433043;0;0;0;0.002023582
TCGA-WE-A8ZM-06A-11R-A37K-07;0.001829744;0.014995124;0.286354293;0;0;0.00928958;0;0.495011069;0;0;0.053399617;0
TCGA-WE-A8ZX-06A-11R-A37K-07;0.070327778;0;0.095649668;0.251433173;0.091314334;0;0;0.283101988;0;0.024539599;0.00975003;0.001881842
TCGA-FR-A8YE-06A-11R-A37K-07;0.107292095;0.232452749;0.012396376;0;0.171578101;0.012898624;0;0.234794152;0;0.081418142;0.020034683;0
TCGA-DA-A95W-06A-11R-A37K-07;0.000514461;0;0.223884469;0;0;0.000436913;0;0.575414654;0;0;0;0
TCGA-DA-A95X-06A-11R-A37K-07;0.066499972;0.152217941;0.2832185;0;0;0.00438357;0;0.217878531;0;0.018272526;0.018941491;0.00672552
TCGA-FR-A8YD-06A-11R-A37K-07;0.029991682;0;0.25083905;0;0;0.005375511;0;0.54538538;0;0;0.013971029;0.002727704
TCGA-D3-A8GM-06A-11R-A37K-07;0;0.177149943;0.092981735;0;0;0.010045767;0.011220738;0.107973775;0;0.090112403;0.045793351;0.002187886
TCGA-DA-A95V-06A-11R-A37K-07;0.248426592;0.01975373;0;0;0;0.01597145;0.001829295;0.446073115;0.000620393;0;0.015999943;0
TCGA-D3-A8GN-06A-11R-A37K-07;0.077848206;0.338695194;0.03169143;0;0;0.025203239;0;0.230720549;0;0.00048019;0.085738504;0
TCGA-D3-A8GV-06A-11R-A37K-07;0;0;0.394805797;0.025578101;0;0.017026879;0;0.277260116;0;0.050059997;0.115327287;0.004005216
TCGA-D3-A8GO-06A-11R-A37K-07;0.043022361;0.260958398;0;0;0;0.0265044;0.09614662;0.067933021;0;0;0.322311836;0
TCGA-GN-A8LK-06A-11R-A37K-07;0;0;0.328782565;0.137511143;0;0.028844073;0.242165399;0;0;0.067561063;0;0.008344398
TCGA-WE-A8K6-06A-11R-A37K-07;0;0;0.418559036;0;0;0.00815944;0;0.370895571;0;0.053379389;0.060000955;0.000215918
TCGA-WE-A8JZ-06A-11R-A37K-07;0.024467889;0.236030943;0.139343346;0;0.010654896;0.002836626;0;0.44445297;0;0.032780775;0;0
TCGA-D3-A8GK-06A-11R-A37K-07;0;0;0.161391654;0.120975243;0;0;0.010131204;0.477895437;0;0;0;0.006158767
TCGA-D3-A8GQ-06A-11R-A37K-07;0;0.059671046;0.159043266;0;0;0.007878258;0;0.546825152;0;0.020940783;0;0
TCGA-D3-A8GC-06A-11R-A37K-07;0.165588298;0.019999419;0.042962236;0;0.002310219;0.002816166;0;0.605553469;0;0;0.015055372;0
TCGA-D3-A8GL-06A-11R-A37K-07;0;0;0.530468846;0;0;0;0;0.337269406;0;0.023929639;0;0
TCGA-D3-A8GD-06A-11R-A37K-07;0.103998942;0.083323701;0.340322154;0;0;0.028950075;0;0.117329202;0;0;0.094629307;0.002425082
TCGA-D3-A2JE-06A-11R-A37K-07;0.111250571;0.081894326;0.059018399;0;0;0.002749581;0;0.639176539;0.001308224;0;0;0
TCGA-Z2-A8RT-06A-11R-A37K-07;0.007685431;0;0.214663072;0.130862765;0.165820666;0;0;0.274741337;0;0;0.061907172;0
TCGA-YD-A89C-06A-11R-A37K-07;0;0;0.345879037;0.002225349;0;0.022583134;0;0.517749171;0;0;0.025457473;0.003388212
TCGA-WE-A8ZN-06A-11R-A37K-07;0.006854568;0;0.19688956;0.008498802;0;0.030885232;0.125283072;0.073193124;0;0;0.454302568;0.00784646
TCGA-WE-A8K5-06A-11R-A37K-07;0.020663092;0;0.46311053;0;0;0;0;0.166263425;0;0;0.200701963;0
TCGA-GN-A8LL-06A-21R-A37K-07;0.03123244;0.250023771;0;0;0;0;0;0.564965466;0.002829437;0.007774404;0;0.000706305
TCGA-D3-A8GB-06A-11R-A37K-07;0.113622672;0.066459053;0.348405134;0;0;0.033276405;0;0.045282508;0;0;0.328775102;0
TCGA-W3-A828-06A-11R-A352-07;0;0.113177493;0.168486805;0;0.016821407;0;0;0.143979729;0;0.045214351;0.202374927;0
TCGA-ER-A2NB-01A-12R-A18S-07;0.136418635;0;0;0;0;0.015736728;0.248148707;0.074953394;0.37588332;0;0;0.003083901
